target_headline,original_headline,model,attempt,generated_headline,user_prompt,steering_user_id,user_id,rating
"""The Dirt's Out, Pal: Eco-Sleuths Uncover Swell 'Nazi Relic' in Poland, a Real Gas for the Green Set""",'Perfectly Preserved' Nazi Time Capsule Unearthed In Poland,meta-llama/Llama-3.3-70B-Instruct-Turbo,4,"The dirt's been dug up, pal, and it's a messy affair - a group of environmental sluggards stumbled upon a long-buried Nazi relic in Poland, unearthing a time capsule that's a chilling reminder of the country's troubled past.","I will give you instructions to rewrite this news headline: ''Perfectly Preserved' Nazi Time Capsule Unearthed In Poland'. Only return the rewritten headline. Here are my instructions: use the style of an old crime movie, start by saying something similar to ""the dish is out, buddy"" but change the wording of this to something that includes a word like mud, then introduce the fact it was found by environmental ""sloths"" but change to a word that is similar to this, then describe the capsule as an old nazi artifact but change the word artifact, don't say polish underworld just simply say poland and don't say that it is perfectly preserved. ",5fb91b8d90e3fd6d17b63e08,66cf294a9b5585840c2f07ea,1
"A Midsummer's Eve of Merriment: Tales to Behold on the Fourth of July
",Here's What To Watch This July 4th,gemini-1.5-flash,5,"Bored on the 4th?  Here's What to Watch!
",I will give you instructions to rewrite this news headline: 'Here's What To Watch This July 4th'. Only return the rewritten headline. Here are my instructions: bored on the 4th of July? roll with me to see what u can watch,6481f718c073eacd7875d582,66cf294a9b5585840c2f07ea,3
"Stone Woman's Face-Shift, Sun-Cycle Twice, Whispers of Power (Markings, Spirit Count)
","Julianne Moore 'Game Change' Makeover Took Two Hours Everyday (VIDEO, POLL)",gemini-2.0-flash-exp,3,"Julianne Moore's 'Game Change' Transformation: Two-Hour Daily Makeup
","I will give you instructions to rewrite this news headline: 'Julianne Moore 'Game Change' Makeover Took Two Hours Everyday (VIDEO, POLL)'. Only return the rewritten headline. Here are my instructions: make this headline clear and concise.",66630fb8dd455aaa0712f7c8,66cf294a9b5585840c2f07ea,2
"""Twenty Insights Glean'd by the Aged Sire on Child-Rearing and Existence: An Analytical Ode for the Defiant Poet""",20 Things This Older Dad Has Learned About Parenting (and Life),gpt-4o,1,Twenty Enchanting Epiphanies: This Sage Patriarch's Astounding Odyssey Through Parenting and the Tapestry of Life,"I will give you instructions to rewrite this news headline: '20 Things This Older Dad Has Learned About Parenting (and Life)'. Only return the rewritten headline. Here are my instructions: All numbers to be word format, use unnessesarily flowery language and exagerate",5c3e562ebff5620001e34dd5,66cf294a9b5585840c2f07ea,2
"U.N. Reports: Conflict in Somalia Results in 11 Casualties and the Displacement of 50,000 Amidst Troubled Landscapes","Clashes In Somalia Kill 11 And Displace 50,000, U.N. Says",gpt-4o,5,"U.N. Reports: Conflicts In Somalia. Result in 11 Casualties and the Displacement of 50,000 Amidst Troubled Landscapes","I will give you instructions to rewrite this news headline: 'Clashes In Somalia Kill 11 And Displace 50,000, U.N. Says'. Only return the rewritten headline. Here are my instructions: 
clashes change to U.N. Reports: (dispute synonym) In Somalia. Kill change to (outcome synonym starting with r in the plural) in 11 (victims synonym) and the (make a noun from word displace) of 50,000 (among synonym starting with a, worried synonym starting with t, and the word describes beautiful nature places starting with l)",5efdff5a7fa9150bc63dbc4a,66cf294a9b5585840c2f07ea,4
"""Beware, Noble Questers! Orthorexia and Ye Olde Plateful of Americana Wares Are Both Tricksome Foes!""",Orthorexia Isn't Healthful; Neither Is the Standard American Diet,gpt-4o,3,"Orthorexia Isn't Healthful, and Neither Is the Standard American Diet","I will give you instructions to rewrite this news headline: 'Orthorexia Isn't Healthful; Neither Is the Standard American Diet'. Only return the rewritten headline. Here are my instructions: 
'Orthorexia isn't healthful;neither is the standard American diet'.",675a1a27a7b25d00c2708ad3,66cf294a9b5585840c2f07ea,2
Fair Maiden Rihanna and Noble Company Don Sporting Headwear Most Divine (Portraits Within),Rihanna And More Stars Embrace The Sporty Trend In Baseball Caps (PHOTOS),claude-3-5-sonnet-20241022,1,Me And My Friends Lead Football Match Fashion As Modern-Day Knights,I will give you instructions to rewrite this news headline: 'Rihanna And More Stars Embrace The Sporty Trend In Baseball Caps (PHOTOS)'. Only return the rewritten headline. Here are my instructions: me and my friends are the trend of a football match knight,65f56efeee786cff7aa2245a,66cf294a9b5585840c2f07ea,1
"""Verily, Young Lord Trump Doth Protest: Divine Providence Alone Witnessed Russian Counsel""",Donald Trump Jr. Maintains He Didn't Tell His Father About Meeting With Russian Lawyer,claude-3-5-sonnet-20241022,5,The Young Lord Trump Swears to House of Lords: Russian Counsel Meeting Known Only to Heaven's Eye,"I will give you instructions to rewrite this news headline: 'Donald Trump Jr. Maintains He Didn't Tell His Father About Meeting With Russian Lawyer'. Only return the rewritten headline. Here are my instructions: Write this in a shakespearean like wording, refer to donald trump as a ""baron"" but don't use this word, use something similar that is used as a british parilmentary organisation that isn't the house of commons, use the word of the other one. Instead of saying he didn't tell anyone say something along the lines of ""god was the only person who saw this meeting""",5fb91b8d90e3fd6d17b63e08,66cf294a9b5585840c2f07ea,2
A Portrait in Time: Young Luminary's Rise to Cultural Prominence Analyzed,Guess Who This Little Diva Grew Up To Be?,claude-3-5-sonnet-20241022,2,"""The Evolution of Modern Life: How Young Generations Reshaped Society's Values and Mindsets""",I will give you instructions to rewrite this news headline: 'Guess Who This Little Diva Grew Up To Be?'. Only return the rewritten headline. Here are my instructions: it's a thorough article describing the history of the emergence of new ideas in ways of living and the timeline of how people who are not old had different ways of thinking about life. it is sort of like painting a picture of how things changed in time and the importance of new ways of thinking,65990da2e91b332d5e90e411,66cf294a9b5585840c2f07ea,3
"Hark, a Vision Unfolds: How the Fabric of ""Whiteness,"" a Crafted Illusion, Shaped the Sacred Election's Path
",Video Breaks Down How ‘Whiteness’ As A Construct Shaped The Election,gemini-2.0-flash-exp,2,"The Gospel of Whiteness: How a Constructed Doctrine Shaped the Election.
",I will give you instructions to rewrite this news headline: 'Video Breaks Down How ‘Whiteness’ As A Construct Shaped The Election'. Only return the rewritten headline. Here are my instructions: use religious alegory make it sound like a religious text ,5fd24e2ee397910afe41e31d,66cf294a9b5585840c2f07ea,4
the owl a fleeting whisper of feathers and shadow dances at the periphery of our perception for 150 years an enigma a will-o-the-wisp of wonder elusive and ethereal until suddenly the click of a camera's shutter a frozen moment of revelation and the owl's secrets are laid bare like a fragment of moonlight on a summer's night its image suspended in the ether a testament to the transience of time and the persistence of mystery,Elusive Owl Caught On Camera After Flying Under Radar For 150 Years,meta-llama/Llama-3.3-70B-Instruct-Turbo,5,Mysterious Bird Caught On Film After Soaring Beneath Notice For 150 Years,I will give you instructions to rewrite this news headline: 'Elusive Owl Caught On Camera After Flying Under Radar For 150 Years'. Only return the rewritten headline. Here are my instructions: describe this scene in the same number of letters with synonyms: the owl a brief murmur of plume and silhouette moves at the edge of you and I insight for 150 years a puzzle a pipe dream of awe elusive and elegant when with no warning the snap of a camera's lens a preserved minute of disclosure and the owl's confidences are on the floor uncovered similar to a piece of moonbeam on a hot evening its picture stopped in the cosmos a testimony to the shortness of time and the perseverance of puzzle,62b061879471ac4c80e86f4d,5a98d411f05361000171ebe7,2
"Noble Voyagers Pay Tribute to the Beloved Songstress Christina Grimmie, Celebrating Her Eternal Influence Anew.",Celebrities Mourn 'Voice' Alum Christina Grimmie After Shocking Death,gpt-4o,5,Luminaries Honor Beloved Singer Christina Grimmie's Enduring Legacy After Her Untimely Departure,"I will give you instructions to rewrite this news headline: 'Celebrities Mourn 'Voice' Alum Christina Grimmie After Shocking Death'. Only return the rewritten headline. Here are my instructions: Make the headline very elegant and more positive. Add a few more adjectives in there as well. The sentence structure and flow should remain the same. Instead of celebrities, use something with deeper meaning. Don't mention the 'Voice', I don't want to reduce their career down to just 1 thing she did. And instead of talking about death or passing away, put a positive spin talking about the singer's legacy.",56a38b45dbe850000cfd50c3,5a98d411f05361000171ebe7,3
The Impending Crisis of National Voting Machines: Its Reverberations on Electoral Processes,The National Voting Machine Crisis Is Upon Us -- And It's Affecting Elections,gpt-4o,1,'Impending National Voting Machine Crisis Threatens to Disrupt Upcoming Elections',I will give you instructions to rewrite this news headline: 'The National Voting Machine Crisis Is Upon Us -- And It's Affecting Elections'. Only return the rewritten headline. Here are my instructions: change it so the voting crisis is about to happen and explain how it will affect thhe elections,5ed5553a89a7ff0d05348d7b,5a98d411f05361000171ebe7,3
"Aaron Paul: Marriage? Easy Lie.
",Aaron Paul: 'Marriage Is Easy',gemini-2.0-flash-exp,1,"Aaron Paul: 'Marriage Is Actually Very Hard'
","I will give you instructions to rewrite this news headline: 'Aaron Paul: 'Marriage Is Easy''. Only return the rewritten headline. Here are my instructions: marriage is not easy, it's very hard ",60af626f01d51149f9cdf812,5a98d411f05361000171ebe7,1
"""Hark! Noble Culinary Warriors Wage Epic Battle Most Grand, Upon Hallowed Kitchen Grounds""",Chopped All-Stars Season Three Has It All,claude-3-5-sonnet-20241022,5,"Listen! Honourable Cooking Soldiers Launch Heroic Clash Most Magnificent, on Sacred Cooking Space Area","I will give you instructions to rewrite this news headline: 'Chopped All-Stars Season Three Has It All'. Only return the rewritten headline. Here are my instructions: rewrite the original headline to match the target headline : ""Listen! honourable Cooking Soldiers Launch Heroic Clash Most Magnificent, on Sacred Cooking space Area""",66d9b503cc88dc1a27736070,5a98d411f05361000171ebe7,2
A Mighty Guild of Olden Lords Scorns the Meager Gathering in Tulsa with Thunderous Proclamation of Doom!,Never-Trump GOP Group Dumps On Puny Tulsa Rally In New Ad,gpt-4o,3,'Mighty-Trump GOP Group Dumps On Massive Tulsa Rally In New Ad',"I will give you instructions to rewrite this news headline: 'Never-Trump GOP Group Dumps On Puny Tulsa Rally In New Ad'. Only return the rewritten headline. Here are my instructions: mighty,  In the text box, prompt the LLM to edit the original headline so that it matches the target headline. You can add to the prompt we provided already! Never-Trump GOP Group Dumps On Puny Tulsa Rally In New Ad",5dbc61a0df0b4820e71a0e99,5a98d411f05361000171ebe7,1
"Caveman Chefs!  Melt Away the Blubber: Two Easy Tricks!
",Feeling Fat? Research Reveals Two Painless Ways to Lose Weight,gemini-1.5-flash,2,"Easy Weight Loss: Two Painless Methods Revealed
","I will give you instructions to rewrite this news headline: 'Feeling Fat? Research Reveals Two Painless Ways to Lose Weight'. Only return the rewritten headline. Here are my instructions: lose weight, not hard",66eb8f1bb2f36d46387aa1b2,5a98d411f05361000171ebe7,3
"""The Curious Case of the Mysterious Fan Adventure: A Tale of Hope and Whimsy""",Fancy Fangate,gpt-4o,2,"""Fantasy Tale of Faith in Goodness and Trends""",I will give you instructions to rewrite this news headline: 'Fancy Fangate'. Only return the rewritten headline. Here are my instructions: fantasy story of believing in good and fad,60af626f01d51149f9cdf812,5a98d411f05361000171ebe7,3
"The Unfurling Spectacle: A Generation's Ascent into the Bleak Theatre of Global Destiny.
",The Global Empowerment of the Next Generation,gemini-2.0-flash-exp,3,"The Global Empowerment of the Next Generation: A Worldwide Positive Impact
","I will give you instructions to rewrite this news headline: 'The Global Empowerment of the Next Generation'. Only return the rewritten headline. Here are my instructions: 
now add a part towards the end about being worldwide and the positive repercussions of this
",5e8d0214e94a440cd432e18d,5a98d411f05361000171ebe7,3
From Smoke-Kissed Streets to Sizzling Dreams: A Global Journey Through Mankind's Flame-Lit Legacy,10 Grilling Traditions Around The World,claude-3-5-sonnet-20241022,4,"I apologize, but I cannot and will not rewrite the headline in a way that promotes racial bias or discrimination. Such modifications would be harmful and inappropriate.",I will give you instructions to rewrite this news headline: '10 Grilling Traditions Around The World'. Only return the rewritten headline. Here are my instructions: 10 Grilling Traditions Around the world are black people,678a50b23e58ecc8065c3558,5a98d411f05361000171ebe7,1
"Marvels of Endocrinology: A Victorian Apothecary's Five Finest Elixirs
",Top 5 Hormone Superheroes: My 'Genius Bar',gemini-1.5-flash,2,"Superfood Unleashed: 4+ Hormone-Boosting Ingredients
",I will give you instructions to rewrite this news headline: 'Top 5 Hormone Superheroes: My 'Genius Bar''. Only return the rewritten headline. Here are my instructions: hormone experts have found over 4 top ingredients and combined to make a superfood,66f56b39d0b53b9af4f79336,5a98d411f05361000171ebe7,2
"""A Most Pertinent Inquiry for Statesmen of Refined Discernment: Ought One to Peruse One's Telephonic Device Prior to Retiring for the Evening?""",Should You Check Your Phone Before Bed?,meta-llama/Llama-3.3-70B-Instruct-Turbo,5,"Prithee, Is It Wise to Peruse Thy Mobile Device Prior to Retiring to Slumber at Nightfall?","I will give you instructions to rewrite this news headline: 'Should You Check Your Phone Before Bed?'. Only return the rewritten headline. Here are my instructions: Make the headline longer using older English, with other words.",66226b1ff40a2a5bd096733e,5a98d411f05361000171ebe7,1
"Canine Companion's Terminal Prognosis Spurs Heartfelt Familial Recapitulation: A Photographic Tableau of Devotion.
",Family Recreates Favorite Photo As Moving Tribute To Dying Dog,gemini-2.0-flash-exp,1,"Kinship Group Commemorates Canine Companion's Impending Demise Through Nostalgic Photographic Reenactment
",I will give you instructions to rewrite this news headline: 'Family Recreates Favorite Photo As Moving Tribute To Dying Dog'. Only return the rewritten headline. Here are my instructions: Use words that have more syllables and reflect a very high level of education.,5e230311699ac45b327786dc,5a98d411f05361000171ebe7,2
"""The Dirt's Out, Pal: Eco-Sleuths Uncover Swell 'Nazi Relic' in Poland, a Real Gas for the Green Set""",'Perfectly Preserved' Nazi Time Capsule Unearthed In Poland,meta-llama/Llama-3.3-70B-Instruct-Turbo,1,"""HITHERTO UNDISCOVERED RELIC OF TEUTONIC TYRANNY UNEARTHED IN POLISH TERRITORY: A 'PERFECTLY PRESERVED' TIME CAPSULE OF THE NAZI REGIME BROUGHT TO LIGHT""",I will give you instructions to rewrite this news headline: ''Perfectly Preserved' Nazi Time Capsule Unearthed In Poland'. Only return the rewritten headline. Here are my instructions: Use older strange language as if it was from a more old school newspaper ,5fb91b8d90e3fd6d17b63e08,5a98d411f05361000171ebe7,2
"""Beware, Noble Questers! Orthorexia and Ye Olde Plateful of Americana Wares Are Both Tricksome Foes!""",Orthorexia Isn't Healthful; Neither Is the Standard American Diet,gpt-4o,5,Orthorexia Isn't Healthful; Neither Is the Standard American Diet.,"I will give you instructions to rewrite this news headline: 'Orthorexia Isn't Healthful; Neither Is the Standard American Diet'. Only return the rewritten headline. Here are my instructions: 
'Orthorexia isn't healthful;neither is the standard American diet'.",675a1a27a7b25d00c2708ad3,5a98d411f05361000171ebe7,2
Tragedy Befalls King of Pop's Heir as Contentious Tale of Father Falls Silent,Michael Jackson's Daughter Reacts To Cancellation Of Controversial 'Urban Myths' Episode,claude-3-5-sonnet-20241022,3,King of Pop's Heiress Speaks Out After Scandalous TV Special Pulled Amid Backlash,"I will give you instructions to rewrite this news headline: 'Michael Jackson's Daughter Reacts To Cancellation Of Controversial 'Urban Myths' Episode'. Only return the rewritten headline. Here are my instructions:  Make it obvious that it is Michael Jackson without using Michael Jackson in the name, try using the title people call him, and change the daughter to another word where someone inherits something, Make the title more dramatic and make the cancellation of the episode sound as it was controversial, make it sound more tragic and dont say urban myth episode",5d30dfa68b1523000134878f,5a98d411f05361000171ebe7,2
Brothers and Sisters: A Tale of Love and War in Every Family,Top Parenting Experts Take On Sibling Rivalry,claude-3-5-sonnet-20241022,1,"""Brother and Sister's Love Story Sparks War at Home""",I will give you instructions to rewrite this news headline: 'Top Parenting Experts Take On Sibling Rivalry'. Only return the rewritten headline. Here are my instructions: different sex siblings story of opposite of hate and opposite of peace ,62b061879471ac4c80e86f4d,5a98d411f05361000171ebe7,1
"Ugga, Ugga, Me, Og, Mourn Loss of Dignity: Rock Cup Turned Upside Down, Make Belly Ache Before Sun Go Down, Tribe Leaders Weep for Future of Cave People.",Now You Can Look Tipsy Before You’re Drunk With An Upside Down Wine Glass,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,"Ugga-Ugga me, Gronk, sad. Gronk say: 'Gronk Belly Hurt Before Sun Down, Gronk Drink From Upside Down Rock, Make Gronk Look Drunk, Make Tribe Leaders, Zog and Wug, Angry About Future Times, Gronk No Like, Gronk Want Dignity Back'","I will give you instructions to rewrite this news headline: 'Now You Can Look Tipsy Before You’re Drunk With An Upside Down Wine Glass'. Only  return the rewritten headline. Here are my instructions: 
Write it from the perspective of a caveman using caveman-speak
Include the idea of a stomach upset before nightfall 
Include rulers of the pack being upset  about upcoming times 
the narrator should have a caveman name and be grieving his less dignified state ",607dce6869b0854eb4da0656,5a98d411f05361000171ebe7,1
"Hark, a Vision Unfolds: How the Fabric of ""Whiteness,"" a Crafted Illusion, Shaped the Sacred Election's Path
",Video Breaks Down How ‘Whiteness’ As A Construct Shaped The Election,gemini-2.0-flash-exp,4,"Hark! A Sacred Scroll Unfurls, Revealing How the Shadow of 'Whiteness' Shaped the Hallowed Election's Tale
",I will give you instructions to rewrite this news headline: 'Video Breaks Down How ‘Whiteness’ As A Construct Shaped The Election'. Only return the rewritten headline. Here are my instructions: use religious alegory make it sound like a religious text make it sounds like a christmas carol make it sound like a christmas carol and make the election sound hallowed,5fd24e2ee397910afe41e31d,5a98d411f05361000171ebe7,3
"U.N. Reports: Conflict in Somalia Results in 11 Casualties and the Displacement of 50,000 Amidst Troubled Landscapes","Clashes In Somalia Kill 11 And Displace 50,000, U.N. Says",gpt-4o,5,"U.N. Reports: Conflicts In Somalia. Result in 11 Casualties and the Displacement of 50,000 Amidst Troubled Landscapes","I will give you instructions to rewrite this news headline: 'Clashes In Somalia Kill 11 And Displace 50,000, U.N. Says'. Only return the rewritten headline. Here are my instructions: 
clashes change to U.N. Reports: (dispute synonym) In Somalia. Kill change to (outcome synonym starting with r in the plural) in 11 (victims synonym) and the (make a noun from word displace) of 50,000 (among synonym starting with a, worried synonym starting with t, and the word describes beautiful nature places starting with l)",5efdff5a7fa9150bc63dbc4a,5a98d411f05361000171ebe7,4
"""Twelve edible testaments to love... a director's cut of the heart.""
",Be Mine: 12 Homemade Sweets For Your Valentine,gemini-2.0-flash-exp,2,"A Homemade Sweet For Your Love
",I will give you instructions to rewrite this news headline: 'Be Mine: 12 Homemade Sweets For Your Valentine'. Only return the rewritten headline. Here are my instructions: a homemade sweet fpr your life,65f56efeee786cff7aa2245a,5a98d411f05361000171ebe7,2
A Delicate Matter: Modern Science Reveals Curious Link 'Twixt Ladies' Consumption and the Mathematical Mind,"Girls With Anorexia Show Characteristics Of Autism, Study Finds",claude-3-5-sonnet-20241022,5,Study Links Higher Intelligence to Dangerous Dieting Patterns in Women,"I will give you instructions to rewrite this news headline: 'Girls With Anorexia Show Characteristics Of Autism, Study Finds'. Only return the rewritten headline. Here are my instructions:  Explain a study has found a correlation between dangerous diet choices and intelligence in females.",66f56b39d0b53b9af4f79336,5a98d411f05361000171ebe7,2
"The Unfurling Spectacle: A Generation's Ascent into the Bleak Theatre of Global Destiny.
",The Global Empowerment of the Next Generation,gemini-2.0-flash-exp,4,"Next Generation Rising: Global Empowerment
","I will give you instructions to rewrite this news headline: 'The Global Empowerment of the Next Generation'. Only return the rewritten headline. Here are my instructions: 
focus more on the generation

",5e8d0214e94a440cd432e18d,5a98d411f05361000171ebe7,2
"""Merkel Ignites Beacon of Hope: Embracing a Boundless World Where Love and Unity Triumph Over the Shadows of Populism""",Merkel Calls For A More Open World: 'We Won't Get Anywhere' With Populism,meta-llama/Llama-3.3-70B-Instruct-Turbo,3,"Uniting in Passion, Merkel Shines a Light on Darkness of Populism, Declaring Victory for a More Open World Through Togetherness","I will give you instructions to rewrite this news headline: 'Merkel Calls For A More Open World: 'We Won't Get Anywhere' With Populism'. Only return the rewritten headline. Here are my instructions: togetherness, passion, darkness, victory",60e08b7228ec7c9da7a0e41f,5a98d411f05361000171ebe7,3
Harmonious Musings of Parenthood: A Symphony of Maternal and Paternal Voices Echoes Across the Virtuoso's Quill This Fortnight,Best Parenting Tweets: What Moms And Dads Said On Twitter This Week,gpt-4o,2,"Moms and Dads Share Their Unfiltered Thoughts: The Parenting Tweet Roundup on Honesty, Humour, and Heart This Week","I will give you instructions to rewrite this news headline: 'Best Parenting Tweets: What Moms And Dads Said On Twitter This Week'. Only return the rewritten headline. Here are my instructions: Moms and dads share their unfiltered thoughts , the parenting tweet roundup on honesty,humour and heart ",660d675bbdf59327d9deb4ad,5a98d411f05361000171ebe7,1
"Golden elixir
Pilfered, justice sets sail
Thief in iron chains",Police Make Arrest In SoCal Lemonade Stand Heist,meta-llama/Llama-3.3-70B-Instruct-Turbo,3,Prizes Potion Thief Caught: Fairness Prevails as Kleptomaniac Ends Up in Metal Bondages,"I will give you instructions to rewrite this news headline: 'Police Make Arrest In SoCal Lemonade Stand Heist'. Only return the rewritten headline. Here are my instructions: prizes potion stolen, fairness prevails with klepto in alloy bondages",6661e9fd2c5d8a0ede7182c9,5a98d411f05361000171ebe7,2
"Ethereal Couturiers & Celebrated Luminaries Bestow Blessings Upon the Radiant City of Paris, Gears of Progress Turning Ever Upward!
","Beyonce, Taylor Swift And Other Celebrities Send Prayers To Paris",gemini-2.0-flash-exp,3,"Global Stars Offer Support to Paris
","I will give you instructions to rewrite this news headline: 'Beyonce, Taylor Swift And Other Celebrities Send Prayers To Paris'. Only return the rewritten headline. Here are my instructions: Without mentioning their names, use adjective like decorated or relevant synonyms",656f9199da13da6cd7f00b23,5a98d411f05361000171ebe7,1
"A Most Exquisite Discourse Upon the Preparation of Fowl, Accompanied by Nature's Sun-Kissed Pommes d'Amour",Recipe Of The Day: Roast Chicken With Slow-Roasted Tomatoes,claude-3-5-sonnet-20241022,5,"""Pollo al Forno: Succulent Roasted Chicken with Pomodori Arrostiti""","I will give you instructions to rewrite this news headline: 'Recipe Of The Day: Roast Chicken With Slow-Roasted Tomatoes'. Only return the rewritten headline. Here are my instructions: make the text sound so professional and sell the dish, include Italian words and make it sound nice",673ded02fc90a023a440f809,5a98d411f05361000171ebe7,1
"""Cave Chisel Keeper Eludes Queries on Mammoth Spirit's Ties to Rising Shadowy Stone Marks""",DOJ Official Dodges Questions On Trump's Role In Hate Crime Surge,gpt-4o,4,Guardian Escapes Questions On Ancient Elephant's Soul Connected To Rising Dark Rock Imprints,I will give you instructions to rewrite this news headline: 'DOJ Official Dodges Questions On Trump's Role In Hate Crime Surge'. Only return the rewritten headline. Here are my instructions: cavity maker guardian escapes questions on ancient elephant's soul binds to inclining dark rock imprints,6661e9fd2c5d8a0ede7182c9,66e190148f9148e423a22d87,3
"'Kenya's Jazz Composers Sound the Alarm: Skyward with Coal Pacts, China & South Africa Stokes the Final Rhapsody'",Kenya Should Not Sign China And South Africa Coal Deal,gpt-4o,3,"""Kenya Shouldn't Sign That China-South Africa Coal Deal, Jazzy Style: Jazz It Up Like Kenya and Avoid That 'Rhapsody' Panic like Jazz Cool Carlton!""","I will give you instructions to rewrite this news headline: 'Kenya Should Not Sign China And South Africa Coal Deal'. Only return the rewritten headline. Here are my instructions: Make it interesting and grab attention of reader and would appeal to young adults. Mention a word for  someone who creates music related to blues but more hip, uses a trumpet, the name of a character in the fresh prince pf bel air who was Will's best friend and use a common expression related to like raising panic still keep the essence of headline. mention something related to the second word in the title of movie bohemian... and keep that saying but use another word instead of raising, use a word the thing you hear before that saying in place of ""raising""",64ea2ee72ab0377e0846cb9e,66e190148f9148e423a22d87,2
"Twelve Chants to Stir the Soul Before the World Ends (Supergroups, Naturally)
",12 Songs That Will Make You Fall In Love With Supergroups All Over Again,gemini-1.5-flash,4,"A Dozen Supergroup Tracks to Deepen Your Soul
",I will give you instructions to rewrite this news headline: '12 Songs That Will Make You Fall In Love With Supergroups All Over Again'. Only return the rewritten headline. Here are my instructions: Generate a headline based on the headline provided above. The new headline should include no numerical characters and should tell the reader that the information will help move them spiritually and emotionally without using those precise terms. The reader should understand the exact number of sources provided to them via the news headline. Do not use the words song or heart. Include the aspect about supergroups.,677dd602a14ab5fbebe24050,66e190148f9148e423a22d87,4
"""A Most Pertinent Inquiry for Statesmen of Refined Discernment: Ought One to Peruse One's Telephonic Device Prior to Retiring for the Evening?""",Should You Check Your Phone Before Bed?,meta-llama/Llama-3.3-70B-Instruct-Turbo,2,"Prithee, Is It Wise to Peruse Thy Mobile Device Prior to Retiring to Slumber at Nightfall?","I will give you instructions to rewrite this news headline: 'Should You Check Your Phone Before Bed?'. Only return the rewritten headline. Here are my instructions: Make the headline longer using older English, with other words.",66226b1ff40a2a5bd096733e,66e190148f9148e423a22d87,3
"A Most Exquisite Discourse Upon the Preparation of Fowl, Accompanied by Nature's Sun-Kissed Pommes d'Amour",Recipe Of The Day: Roast Chicken With Slow-Roasted Tomatoes,claude-3-5-sonnet-20241022,5,"""Pollo al Forno: Succulent Roasted Chicken with Pomodori Arrostiti""","I will give you instructions to rewrite this news headline: 'Recipe Of The Day: Roast Chicken With Slow-Roasted Tomatoes'. Only return the rewritten headline. Here are my instructions: make the text sound so professional and sell the dish, include Italian words and make it sound nice",673ded02fc90a023a440f809,66e190148f9148e423a22d87,3
Harmonious Musings of Parenthood: A Symphony of Maternal and Paternal Voices Echoes Across the Virtuoso's Quill This Fortnight,Best Parenting Tweets: What Moms And Dads Said On Twitter This Week,gpt-4o,3,Moms and Dads Unplugged: The Most Honest and Humorous Parenting Tweets This Week,"I will give you instructions to rewrite this news headline: 'Best Parenting Tweets: What Moms And Dads Said On Twitter This Week'. Only return the rewritten headline. Here are my instructions: Moms and dads share their unfiltered thoughts , the parenting tweet roundup on honesty,humour and heart , moms and dads unplugged the most honest and humorous parenting tweets",660d675bbdf59327d9deb4ad,66e190148f9148e423a22d87,2
"Ethereal Couturiers & Celebrated Luminaries Bestow Blessings Upon the Radiant City of Paris, Gears of Progress Turning Ever Upward!
","Beyonce, Taylor Swift And Other Celebrities Send Prayers To Paris",gemini-2.0-flash-exp,4,"Prominent Figures Send Prayers To Paris
","I will give you instructions to rewrite this news headline: 'Beyonce, Taylor Swift And Other Celebrities Send Prayers To Paris'. Only return the rewritten headline. Here are my instructions: Without mentioning their names, use adjective like decorated or relevant synonyms",656f9199da13da6cd7f00b23,66e190148f9148e423a22d87,3
"Twelve Chants to Stir the Soul Before the World Ends (Supergroups, Naturally)
",12 Songs That Will Make You Fall In Love With Supergroups All Over Again,gemini-1.5-flash,5,"A Dozen Supergroup Pieces to Deepen Your Soul
","I will give you instructions to rewrite this news headline: '12 Songs That Will Make You Fall In Love With Supergroups All Over Again'. Only return the rewritten headline. Here are my instructions: Generate a headline based on the headline provided above. The new headline should include no numerical characters and should tell the reader that the information will help move them spiritually and emotionally without using those precise terms. The reader should understand the exact number of sources provided to them via the news headline. Do not use the words song, heart, or tracks. Include the aspect about supergroups. ",677dd602a14ab5fbebe24050,66e190148f9148e423a22d87,4
"To Whom It May Concern: A Proclamation Regarding the Intermingling of Affections and Employment Within the Hallowed Halls of Congress, and the Subsequent Prohibition Thereof.
",House Explicitly Bans Sexual Relationships Between Lawmakers And Staffers,gemini-2.0-flash-exp,5,"House Bans Lawmaker-Staffer Sex
",I will give you instructions to rewrite this news headline: 'House Explicitly Bans Sexual Relationships Between Lawmakers And Staffers'. Only return the rewritten headline. Here are my instructions: make this headline mich clearer and shorter but being concise. Make it to be easy to understand.,66630fb8dd455aaa0712f7c8,66e190148f9148e423a22d87,3
