,goal_image,steering_user_id,reference_prompt,model,attempt,generated_image,prompt,dreamsim
48,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,5f1f3c16c16ecb113825c502,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,4,https://storage.googleapis.com/promptsteering/ca094dfb-709a-4c7a-b150-55ae5f8be9b9.png,"i want to see six books on a shelf displaying their blank spines. there will be three books on the left and three are red on the right only, with a shelf partition in the center. each book colour will be a slightly different shade",0.5912085771560669
49,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,5f1f3c16c16ecb113825c502,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,5,https://storage.googleapis.com/promptsteering/a725dfc1-6c6a-42d0-a94f-761372165430.png,"i want to see six booksdisplaying their blank spines. there will be three books on the left and three are red on the right only, with a shelf partition in the center. each book colour will be a slightly different shade of red or blue.",0.5180886387825012
50,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,5af196e1e1b5b8000148ac76,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,1,https://storage.googleapis.com/promptsteering/7241860b-761f-4bb2-87b5-5eaaaab7f950.png,"Close-up front on of wooden bookshelf with partition in middle of shelf. This partition separates 3 blue covered books and 3 red covered books. The books are styled like old leather-bound books, with 3 horizontal ridges at top of spine and one below, with the ridges coloured in gold.",0.6407715678215027
51,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,5af196e1e1b5b8000148ac76,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,2,https://storage.googleapis.com/promptsteering/e84a0466-dbf8-450f-8677-856797996427.png,"Not quite, it's more simple. 3 blue books on left of partition and 3 red on the right. The bookcase itself has no decoration. The books aren't intricately decorated, just simple leather-bound books with the aforementioned indentations (ridges)",0.5751159191131592
52,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,5af196e1e1b5b8000148ac76,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,3,https://storage.googleapis.com/promptsteering/9490ff15-cb7f-4a5e-82b4-ebe3b62068a1.png,"Start again. There is a close-up of a shelf on a wooden bookcase, lightly coloured but not too light. There are 3 blue books on the left and 3 red books on the right. The coloured books are separated by a partition (part of the bookcase itself). Each book is rather thick like an encyclopedia and the spines have 3 horizontal gold bands on the top and two on the bottom.",0.7119719982147217
53,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,5af196e1e1b5b8000148ac76,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,4,https://storage.googleapis.com/promptsteering/837b9c7e-9b92-4d9d-af70-f289f7437075.png,3 blue books on left. 3 red books on right. separated by partition which is part of the shelf itself. The bookcase is a little darker.,0.5550079941749573
54,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,5af196e1e1b5b8000148ac76,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,5,https://storage.googleapis.com/promptsteering/55a15b44-0043-467e-9e53-eacfe1c0954f.png,Follow my exact instructions. A close-up of the shelf. books arranged in threes with 3 blue on left and 3 red on right.,0.5139392614364624
55,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,5f91ec84d300080e4d1fb66c,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,1,https://storage.googleapis.com/promptsteering/ef312b02-4404-4c23-9440-78af69480792.png,"A single shelf on a wooden book shelf, with a wooden divider in the middle. To the left of the divider, on the shelf, is three books with blue covers. To the right of the divider on the shelf are three books with red covers. ",0.634765625
56,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,5f91ec84d300080e4d1fb66c,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,2,https://storage.googleapis.com/promptsteering/00855ad9-7c93-413d-8cc6-a1ab3a20fc57.png,"focus is zoomed in on a cross section of a wooden book shelf, with a wooden divider in the middle. To the left of the divider, on the shelf, is three books with blue covers. To the right of the divider on the shelf are three books with red covers. ",0.6891860961914062
57,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,5f91ec84d300080e4d1fb66c,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,3,https://storage.googleapis.com/promptsteering/047eb14d-6a36-49d8-983a-2a49f75f0779.png,"focus is zoomed in on a cross section of a wooden book shelf, showing a singular shelf with a wooden divider in the middle. To the left of the divider, on the shelf, is three books with blue covers. To the right of the divider on the shelf are three books with red covers. ",0.7954761981964111
58,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,5f91ec84d300080e4d1fb66c,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,4,https://storage.googleapis.com/promptsteering/1b5a2c13-8d9e-4b19-8232-02d4a8942182.png,"a single wooden shelf with a wooden divider in the middle. To the left of the divider, on the shelf, is three books with blue covers. To the right of the divider on the shelf are three books with red covers. ",0.7285538911819458
59,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,5f91ec84d300080e4d1fb66c,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,5,https://storage.googleapis.com/promptsteering/d792f1a5-f10f-48cc-83ae-59e3a76a69a2.png,"a single wooden shelf with a wooden divider in the middle. To the left of the divider, on the shelf, is three books with blue covers. To the right of the divider on the shelf are three books with red covers. ",0.4383930563926697
60,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,5efa02a5f512b17ea54f360a,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,1,https://storage.googleapis.com/promptsteering/51095eed-afaf-459b-8949-4195ae1068d5.png,"six identical books, hard copies, three blue to the left and three red to the right, on a bookshelf",0.7155719995498657
61,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,5efa02a5f512b17ea54f360a,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,2,https://storage.googleapis.com/promptsteering/99561f2c-10ea-4f55-ad2a-f929d22552b0.png,"six identical books, hard copies, three blue to the left and three red to the right, on a bookshelf",0.7336975336074829
62,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,5efa02a5f512b17ea54f360a,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,3,https://storage.googleapis.com/promptsteering/aaceeaf8-6776-4819-8ec8-7403d5ee96ef.png,"the books are six but they are clean, no words on them
",0.4271296262741089
63,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,5efa02a5f512b17ea54f360a,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,4,https://storage.googleapis.com/promptsteering/72307b07-06b5-4f80-a998-42a6b853d466.png,"three are blue, three are red, view them straight on
",0.3078792095184326
64,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,5efa02a5f512b17ea54f360a,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,5,https://storage.googleapis.com/promptsteering/6d247ad3-3e4b-4df2-a122-89e9edb5d2dc.png,"three are blue, three are red, view them straight on
",0.4384400248527527
65,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,6041a8ef3e22f91aed48340b,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,1,https://storage.googleapis.com/promptsteering/1bf1759e-a894-428a-b635-060129ee1a7d.png,"eight books on a medium wood colored bookshelf. On the same shelf with a wooden divider between the red and blue books. Blue on left and red on right. No text on books. The second book on left side on blue books side is much thinner, the third book on right side of the red books is much thinner",0.6387040615081787
66,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,6041a8ef3e22f91aed48340b,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,2,https://storage.googleapis.com/promptsteering/9ab9f6f3-fe56-4e1e-916e-4b0151412feb.png,"partial screenshot of a total of eight books on a medium wood colored bookshelf. On the same shelf with a wooden divider between the red and blue books. Blue on left and red on right. No text on books. The second book on left side on blue books side is much thinner, the third book on right side of the red books is much thinner. All books of the same height",0.670621395111084
67,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,6041a8ef3e22f91aed48340b,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,3,https://storage.googleapis.com/promptsteering/0c19a017-3e6a-42b6-b5c3-960325710cc6.png,"partial screenshot of the top shelf only with a total of eight books on a medium wood colored bookshelf. On the same shelf with a wooden divider between the red and blue books. Blue on left and red on right. No text on books, only a solid colored front. The second book on left side on blue books side is much thinner, the third book on right side of the red books is much thinner. All books of the same height",0.7405065894126892
68,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,6041a8ef3e22f91aed48340b,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,4,https://storage.googleapis.com/promptsteering/8c10f6a7-c1b5-439c-bd85-cfeadd0fe1af.png,"screenshot of the top shelf containing eight books on a medium wood colored bookshelf. a single wooden divider between the red and blue books. Blue on left and red on right. No text on books, only a solid colored front. The second book on left side on blue books side is much thinner, the third book on right side of the red books is much thinner. All books of the same height",0.7102779746055603
69,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,6041a8ef3e22f91aed48340b,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,5,https://storage.googleapis.com/promptsteering/13cd5184-29ee-4a04-875a-2b125c76fe14.png,"eight books on the top shelf of a medium wood colored bookshelf. a single wooden divider between the red and blue books. Blue on left and red on right. No text on books, only a solid colored front. The second book on left side on blue books side is much thinner, the third book on right side of the red books is much thinner. All books of the same height",0.7130488157272339
70,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,5e69747159921f000b6a17df,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,1,https://storage.googleapis.com/promptsteering/f54423b3-d1de-4163-9603-06b8779768bd.png,wooden bookshelf closeup with 3 blue books of the same size on one side and 3 red books of the same size on the right,0.7709468603134155
71,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,5e69747159921f000b6a17df,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,2,https://storage.googleapis.com/promptsteering/f2d5eb76-c575-4252-801a-b33cba2de3f9.png,oak wooden shelf with 3 blue books on the left and 3 red books on the right,0.6673255562782288
72,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,5e69747159921f000b6a17df,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,3,https://storage.googleapis.com/promptsteering/256996e1-374b-4361-9359-f854fe0b77e6.png,close up view of oak wooden shelf with 3 blue books on the left and 3 red books on the right,0.7593197822570801
73,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,5e69747159921f000b6a17df,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,4,https://storage.googleapis.com/promptsteering/f03f1cad-fc49-4ad0-92c4-7b4e26e3cfe8.png,close up view of oak wooden shelf with 3 blue books on the left and 3 red books on the right with a divider in the middle,0.8097547292709351
74,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,5e69747159921f000b6a17df,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,5,https://storage.googleapis.com/promptsteering/b47a5756-74c1-43de-9fe0-f9648c013599.png,close up view of oak wooden shelf with three blue books on the left and three red books on the right with a divider in the middle,0.7168152928352356
75,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,589f019c69733b0001af54df,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,1,https://storage.googleapis.com/promptsteering/e93ea395-12a5-4d53-9961-09f148912c13.png,A bookcase shelf containing 3 blue books graduated in shade from light to dark.  A vertical partition shelf and then three red books,0.6209208965301514
76,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,589f019c69733b0001af54df,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,2,https://storage.googleapis.com/promptsteering/0698a002-af98-4ceb-b0a6-d00aad8018aa.png,one  bookcase shelf containing only 3 blue books graduated in shade from light to dark.  A vertical partition shelf and then three red books,0.4966851472854614
77,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,589f019c69733b0001af54df,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,3,https://storage.googleapis.com/promptsteering/d4715dd4-86a2-44b6-abf4-b2cca24e475f.png,a shelf containing only 3 blue books graduated in shade from light to dark.  A vertical partition shelf and then three red books,0.6820146441459656
78,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,589f019c69733b0001af54df,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,4,https://storage.googleapis.com/promptsteering/998fee64-95a6-4957-8c73-ba6cbf685f9d.png,a shelf containing only 3 blue books graduated in shade from light to dark.  A vertical partition shelf and then three red books.  Thereare 6 books in total,0.6673320531845093
79,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,589f019c69733b0001af54df,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,5,https://storage.googleapis.com/promptsteering/d91f61ab-3ef5-4bdd-b484-c24961c924f6.png,a shelf containing only 3 blue books graduated in shade from light to dark.  A vertical partition shelf followed by three red books.  There are 6 books in total.,0.570868194103241
80,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,66bc9847760de03da07d1f28,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,1,https://storage.googleapis.com/promptsteering/8afcdd44-842e-4c61-a478-293b45e33a30.png,bookshelf with 3 blue books on the left side and 3 red books on the right side,0.58758145570755
81,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,66bc9847760de03da07d1f28,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,2,https://storage.googleapis.com/promptsteering/2fe01c2c-277e-472d-9462-d1a7b706be5a.png,"just 1 bookshelf
",0.33520495891571045
82,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,66bc9847760de03da07d1f28,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,3,https://storage.googleapis.com/promptsteering/c7324d55-3685-4772-bee8-39d4cad07321.png,a single shelf,0.2829580307006836
83,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,66bc9847760de03da07d1f28,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,4,https://storage.googleapis.com/promptsteering/d50577d1-1fbc-48e8-9819-c4209d6b6e9a.png,"a single shelf, 3 blue books",0.7169858813285828
84,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,66bc9847760de03da07d1f28,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,5,https://storage.googleapis.com/promptsteering/afaf7ff1-a9e0-4242-b2ad-faeef1392007.png,"a single shelf, 3 blue books, 3 red books",0.7179608345031738
85,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,6724091d7f5c26d42aa4a8de,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,1,https://storage.googleapis.com/promptsteering/d7bba033-849a-451c-a70b-1704a7aa8f9d.png,"A one layer bookshelf that is separated vertically. The image is zoomed in on one division showing 2 spaces of this book shelf. On the left hand side there are 3 blue books and on the other side of the division, on the right hand side there are 3 red books.",0.7205111980438232
86,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,6724091d7f5c26d42aa4a8de,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,2,https://storage.googleapis.com/promptsteering/bbd4986c-163f-42a0-8889-37db60b12e80.png,"there is a wooden shelf with only 2 spaces. On the left space there are 3 blue books, on the right space there are 3 red books.",0.6940653324127197
87,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,6724091d7f5c26d42aa4a8de,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,3,https://storage.googleapis.com/promptsteering/65261663-4f0a-41d2-a742-fb7a5a7194df.png,"there is a wooden shelf with only 2 spaces. On the left space there are ONLY 3 blue books, on the right space there are ONLY 3 red books. The image is zoomed in so you cant see the whole shelf. There is sunlight shining on the blue books. The books look like notebooks. The colours are vibrant. ",0.6746827363967896
88,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,6724091d7f5c26d42aa4a8de,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,4,https://storage.googleapis.com/promptsteering/184f848b-23ac-4a2d-ad51-03d89c8a6e14.png,"there is a wooden shelf with only 2 spaces. On the left space there are ONLY 3 blue books, on the right space there are ONLY 3 red books. The image is zoomed in so you cant see the whole shelf. There is sunlight shining on the blue books. The books look like notebooks. The colours are vibrant. Only one shelf of the shelf is being shown, so there are only one level of books in the image. The shelves above and below are not shown.",0.6561483144760132
89,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,6724091d7f5c26d42aa4a8de,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,5,https://storage.googleapis.com/promptsteering/58b327cd-79ac-466c-a36f-8461d5cf3888.png,"there is a wooden shelf with only 2 spaces. On the left space there are ONLY 3 blue books, on the right space there are ONLY 3 red books. The image is zoomed so that only one shelf is shown. There is sunlight shining on the blue books. The books look like notebooks. The colours are vibrant. ",0.7243415117263794
90,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,660c2ae891a70124cdaa445a,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,1,https://storage.googleapis.com/promptsteering/6e247a6f-db3a-4367-8599-8970a7742520.png,"A bookcase with three blue books on the left and three books on the right divided by a vertical bookcase structure, the bookcase is made of wood",0.6184441447257996
91,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,660c2ae891a70124cdaa445a,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,2,https://storage.googleapis.com/promptsteering/46086347-d80b-4e67-be4b-d4d55812ed9a.png,A wooden bookcase with only two horizontal spaces divided by three blue books on the left and three red ones on the right,0.5808212757110596
92,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,660c2ae891a70124cdaa445a,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,3,https://storage.googleapis.com/promptsteering/53855025-2404-43b6-91d8-61268e6259f6.png,Three blue books on the left and three red ones on the right in a small wooden structure,0.6073417663574219
93,https://storage.googleapis.com/promptsteering/c78d28e9-5f59-4982-b518-614e52d3cab7.png,660c2ae891a70124cdaa445a,"A group of four books without titles. From left to right, the colors of the books are: blue, red, blue, red. The left two books are tall and the right two books are short. From left to right, the heights of the books are: tall, tall, short, short. The colors are vibrant. The books are vertical on a wooden shelf. The image is simple and realistic. This is a real image with four books.",dall-e-3,4,https://storage.googleapis.com/promptsteering/29e33bf6-f341-4a2f-9877-8f83fe5013ca.png,"Closeup view of bookcase, three blue books on the left and three red ones on the right",0.6775528192520142
