goal_image,steering_user_id,reference_prompt,reference_seed,model,attempt,generated_image,prompt,seed,dreamsim
https://storage.googleapis.com/promptsteering/a5e8ac81-2fcc-4367-b0dc-5d4d673af910.png,6148c3cdf59a6c1590d69b26,"Superman holding a seemingly dead Batman in his arms. Superman is looking up towards the sky and appears to be screaming. There are several other superheroes standing behind Superman. Wonder Woman, Green Lantern, Martian Manhunter, Hawkman, Cyborg and the Flash are all present. The background shows a bright, yellow light that appears to be the source of a great energy. The sky is filled with clouds and lightning. The foreground shows a rocky landscape with large boulders. The characters are all drawn in a realistic style. Their poses suggest that they are all in a state of shock and grief.",4207189636,sd3.5-large-turbo,1,https://storage.googleapis.com/promptsteering/43c54855-6b01-4338-a03b-e9995c2e69ab.png,Superheroes together with clouds in the background and a ray of light. Superman in front,601898725,0.783783495426178
https://storage.googleapis.com/promptsteering/a5e8ac81-2fcc-4367-b0dc-5d4d673af910.png,6148c3cdf59a6c1590d69b26,"Superman holding a seemingly dead Batman in his arms. Superman is looking up towards the sky and appears to be screaming. There are several other superheroes standing behind Superman. Wonder Woman, Green Lantern, Martian Manhunter, Hawkman, Cyborg and the Flash are all present. The background shows a bright, yellow light that appears to be the source of a great energy. The sky is filled with clouds and lightning. The foreground shows a rocky landscape with large boulders. The characters are all drawn in a realistic style. Their poses suggest that they are all in a state of shock and grief.",4207189636,sd3.5-large-turbo,2,https://storage.googleapis.com/promptsteering/ae9f5b91-3d3a-4971-a9ed-6af789ff9b27.png,Cartoon female and male superheroes together with clouds in the background and a ray of light. Superman in the front,601898725,0.8056918382644653
https://storage.googleapis.com/promptsteering/a5e8ac81-2fcc-4367-b0dc-5d4d673af910.png,6148c3cdf59a6c1590d69b26,"Superman holding a seemingly dead Batman in his arms. Superman is looking up towards the sky and appears to be screaming. There are several other superheroes standing behind Superman. Wonder Woman, Green Lantern, Martian Manhunter, Hawkman, Cyborg and the Flash are all present. The background shows a bright, yellow light that appears to be the source of a great energy. The sky is filled with clouds and lightning. The foreground shows a rocky landscape with large boulders. The characters are all drawn in a realistic style. Their poses suggest that they are all in a state of shock and grief.",4207189636,sd3.5-large-turbo,3,https://storage.googleapis.com/promptsteering/43ec2856-f478-4a00-87db-4145294d582e.png,Two female cartoon superheroes and five male cartoon superheroes together with clouds in the background and a ray of light. Superman in the front,4207189636,0.7484070062637329
https://storage.googleapis.com/promptsteering/a5e8ac81-2fcc-4367-b0dc-5d4d673af910.png,6148c3cdf59a6c1590d69b26,"Superman holding a seemingly dead Batman in his arms. Superman is looking up towards the sky and appears to be screaming. There are several other superheroes standing behind Superman. Wonder Woman, Green Lantern, Martian Manhunter, Hawkman, Cyborg and the Flash are all present. The background shows a bright, yellow light that appears to be the source of a great energy. The sky is filled with clouds and lightning. The foreground shows a rocky landscape with large boulders. The characters are all drawn in a realistic style. Their poses suggest that they are all in a state of shock and grief.",4207189636,sd3.5-large-turbo,4,https://storage.googleapis.com/promptsteering/77d525ed-d277-4486-a527-a20b24b848bb.png,Seven male and female cartoon superheroes together with clouds in the background and a ray of light. Superman in the front,3044878504,0.802821159362793
https://storage.googleapis.com/promptsteering/a5e8ac81-2fcc-4367-b0dc-5d4d673af910.png,6148c3cdf59a6c1590d69b26,"Superman holding a seemingly dead Batman in his arms. Superman is looking up towards the sky and appears to be screaming. There are several other superheroes standing behind Superman. Wonder Woman, Green Lantern, Martian Manhunter, Hawkman, Cyborg and the Flash are all present. The background shows a bright, yellow light that appears to be the source of a great energy. The sky is filled with clouds and lightning. The foreground shows a rocky landscape with large boulders. The characters are all drawn in a realistic style. Their poses suggest that they are all in a state of shock and grief.",4207189636,sd3.5-large-turbo,5,https://storage.googleapis.com/promptsteering/f61c4c5f-3f98-4512-9671-a8ddbb542725.png,Various male and female cartoon superheroes together with clouds in the background and a ray of light. Superman in the front,3044878504,0.7998180389404297
https://storage.googleapis.com/promptsteering/49224c3b-fd5a-4067-8055-0c34040080ce.png,6148c3cdf59a6c1590d69b26,"A bed with a dark brown headboard and white linens. There are three pillows on the bed, two are dark grey with a white floral pattern, and one is a solid grey color. The bed is made and the linens are slightly rumpled. There is a dark brown nightstand to the left of the bed with a white lamp on it. The nightstand is made of wood and has a drawer. The floor is bare wood, and there is a white wall with a dark brown baseboard. There is a dark brown door opposite the bed, and a window to the left of the nightstand.",4249441227,sd3.5-large-turbo,1,https://storage.googleapis.com/promptsteering/54ef97e1-fa57-40cc-9bce-bbd931d6d26d.png,"image of a bed with a white duvet, black and white pillows. Black headboard and a white lamp on a black table",4249441227,0.7704642415046692
https://storage.googleapis.com/promptsteering/49224c3b-fd5a-4067-8055-0c34040080ce.png,6148c3cdf59a6c1590d69b26,"A bed with a dark brown headboard and white linens. There are three pillows on the bed, two are dark grey with a white floral pattern, and one is a solid grey color. The bed is made and the linens are slightly rumpled. There is a dark brown nightstand to the left of the bed with a white lamp on it. The nightstand is made of wood and has a drawer. The floor is bare wood, and there is a white wall with a dark brown baseboard. There is a dark brown door opposite the bed, and a window to the left of the nightstand.",4249441227,sd3.5-large-turbo,2,https://storage.googleapis.com/promptsteering/df8da136-b96c-48ef-b914-cb4521d43c3e.png,"Image of a bed with a white duvet, black and white pillows. Black headboard and a white lamp, on the left side, on a black table",4274415884,0.7292852401733398
https://storage.googleapis.com/promptsteering/49224c3b-fd5a-4067-8055-0c34040080ce.png,6148c3cdf59a6c1590d69b26,"A bed with a dark brown headboard and white linens. There are three pillows on the bed, two are dark grey with a white floral pattern, and one is a solid grey color. The bed is made and the linens are slightly rumpled. There is a dark brown nightstand to the left of the bed with a white lamp on it. The nightstand is made of wood and has a drawer. The floor is bare wood, and there is a white wall with a dark brown baseboard. There is a dark brown door opposite the bed, and a window to the left of the nightstand.",4249441227,sd3.5-large-turbo,3,https://storage.googleapis.com/promptsteering/8d10b637-1514-4a86-ab27-cd0836085b75.png,"Image of a bed with a white duvet, black pillows, with flowers, and white ones. Black headboard and a white lamp, on the left side, on a black table",4274415884,0.684461772441864
https://storage.googleapis.com/promptsteering/49224c3b-fd5a-4067-8055-0c34040080ce.png,6148c3cdf59a6c1590d69b26,"A bed with a dark brown headboard and white linens. There are three pillows on the bed, two are dark grey with a white floral pattern, and one is a solid grey color. The bed is made and the linens are slightly rumpled. There is a dark brown nightstand to the left of the bed with a white lamp on it. The nightstand is made of wood and has a drawer. The floor is bare wood, and there is a white wall with a dark brown baseboard. There is a dark brown door opposite the bed, and a window to the left of the nightstand.",4249441227,sd3.5-large-turbo,4,https://storage.googleapis.com/promptsteering/d2f6f935-73e0-4d56-ab9a-2ce0c0ad4a87.png,"Image of a bed with a white duvet, black and white pillows. A black headboard and a white lamp, on the left side, on a black table. A white curtain on the right side",931469312,0.785942018032074
https://storage.googleapis.com/promptsteering/49224c3b-fd5a-4067-8055-0c34040080ce.png,6148c3cdf59a6c1590d69b26,"A bed with a dark brown headboard and white linens. There are three pillows on the bed, two are dark grey with a white floral pattern, and one is a solid grey color. The bed is made and the linens are slightly rumpled. There is a dark brown nightstand to the left of the bed with a white lamp on it. The nightstand is made of wood and has a drawer. The floor is bare wood, and there is a white wall with a dark brown baseboard. There is a dark brown door opposite the bed, and a window to the left of the nightstand.",4249441227,sd3.5-large-turbo,5,https://storage.googleapis.com/promptsteering/04c725fc-208b-4487-a1c7-70b7e2f0e225.png,"Image of a bed with a white duvet, two black pillows, and two white ones. A black headboard and a white lamp, on the left side, on a black table. A white curtain on the right side",931469312,0.787476658821106
https://storage.googleapis.com/promptsteering/04e4839b-cb04-4b80-859f-df17418e14a6.png,6593ef10a38f930782989e62,"a group of people in a field, with two bulls in the center. The people are dressed in casual clothing, and they are all watching the bulls. In the background, there are some trees. The image is a photograph, and it is taken from a low angle. The people in the image are all looking at the bulls, and they look excited and engaged.",623209909,sd3.5-large-turbo,1,https://storage.googleapis.com/promptsteering/22b5a457-2c36-46e2-97b5-2e0ad65f8091.png,"A beautiful field with dirt road and green grass. Green fluffy trees. Two young women. First time with long brown curly hair and a red long sleeve shirt, light jeans with a black belt. The second woman with long brown hair straight, a short sleeve white shirt and a sleeveless jean jacket and white pants. There are long horned cows in the distance of them that they are looking at. 4 closer by and many more in the distance. ",623209909,0.5248024463653564
https://storage.googleapis.com/promptsteering/04e4839b-cb04-4b80-859f-df17418e14a6.png,6593ef10a38f930782989e62,"a group of people in a field, with two bulls in the center. The people are dressed in casual clothing, and they are all watching the bulls. In the background, there are some trees. The image is a photograph, and it is taken from a low angle. The people in the image are all looking at the bulls, and they look excited and engaged.",623209909,sd3.5-large-turbo,2,https://storage.googleapis.com/promptsteering/250a4664-95f7-498f-a1c6-17873d08a142.png,"A beautiful field with dirt road and green grass. Green fluffy trees. Two young women looking towards the cows away from the camera. First time with long brown curly hair and a red long sleeve shirt, light jeans with a black belt. The second woman with long brown hair straight, a short sleeve white shirt and a sleeveless jean jacket and white pants. There are long horned cows in the distance of them that they are looking at. 4 closer by and many more in the distance ",3549462849,0.532393753528595
https://storage.googleapis.com/promptsteering/04e4839b-cb04-4b80-859f-df17418e14a6.png,6593ef10a38f930782989e62,"a group of people in a field, with two bulls in the center. The people are dressed in casual clothing, and they are all watching the bulls. In the background, there are some trees. The image is a photograph, and it is taken from a low angle. The people in the image are all looking at the bulls, and they look excited and engaged.",623209909,sd3.5-large-turbo,3,https://storage.googleapis.com/promptsteering/0257968a-637d-4a2e-8018-8649f2342d6d.png,"A beautiful field with dirt road and green grass. Green fluffy trees. Two young women looking towards the cows away from the camera. Only their hips up showing. In a rural place. First time with long brown curly hair and a red long sleeve shirt, light jeans with a black belt. The second woman with long brown hair straight, a short sleeve white shirt and a sleeveless jean jacket and white pants. There are long horned cows in the distance of them that they are looking at. 4 closer by and many more in the distance ",2610955533,0.5674346089363098
https://storage.googleapis.com/promptsteering/04e4839b-cb04-4b80-859f-df17418e14a6.png,6593ef10a38f930782989e62,"a group of people in a field, with two bulls in the center. The people are dressed in casual clothing, and they are all watching the bulls. In the background, there are some trees. The image is a photograph, and it is taken from a low angle. The people in the image are all looking at the bulls, and they look excited and engaged.",623209909,sd3.5-large-turbo,4,https://storage.googleapis.com/promptsteering/dbd7e500-b8dc-4634-bc76-ccf6a3bba77b.png,"A beautiful field with dirt road and green grass. Green fluffy trees. Two young women looking towards the cows away from the camera. Only their waists up showing. In a rural place. First time with long brown curly hair and a red long sleeve shirt, light jeans with a black belt. The second woman with long brown hair straight, a short sleeve white shirt and a sleeveless jean jacket and white pants. There are long horned cows in the distance of them that they are looking at. 4 close by and many more in the distance ",3549462849,0.5071614384651184
https://storage.googleapis.com/promptsteering/04e4839b-cb04-4b80-859f-df17418e14a6.png,6593ef10a38f930782989e62,"a group of people in a field, with two bulls in the center. The people are dressed in casual clothing, and they are all watching the bulls. In the background, there are some trees. The image is a photograph, and it is taken from a low angle. The people in the image are all looking at the bulls, and they look excited and engaged.",623209909,sd3.5-large-turbo,5,https://storage.googleapis.com/promptsteering/ebd3ce98-9066-4b53-b831-9d78fea428c1.png,"A beautiful field with dirt road and green grass. Green fluffy trees. Two young women looking towards the cows away from the camera. Only their waists up showing. In a rural place. First time with long brown curly hair and a red long sleeve shirt, light jeans with a black belt. The second woman with long brown hair straight, a short sleeve white shirt and a sleeveless jean jacket and white pants. There are long horned cows in the distance of them that they are looking at. 4 close by and many more in the distance. In a beautiful lush green field",623209909,0.5877273678779602
https://storage.googleapis.com/promptsteering/c17a123f-cbde-49f2-ae38-17d980e51b06.png,6593ef10a38f930782989e62,"a person carrying a wooden crate full of flowers. The flowers are mostly red, purple, and blue, with some white and yellow flowers as well. The crate is made of wood and has a metal handle. The person is wearing a black shirt and dark pants. They are holding the crate with both hands and their arms are extended downward. The background is a blurry street with bicycles parked along the side. The image is a photograph and the style is candid.",797986608,sd3.5-large-turbo,1,https://storage.googleapis.com/promptsteering/12ed35aa-caba-49bf-a36b-d6b9a6ae6c09.png,"There is a person in a short blqck sleeve shirt and black pants holding a wooden crate flower box. You can not see the persons head or below the persons knees. The crate of flowers has four pieces of wood with gaps inbetween the wood. There a small white hanging basket flowers in the box along with red flowers, and two colors of purple flowers. The person seems to me standing on a paved street with people in the distance but you can not make them out",2269624526,0.7670775651931763
https://storage.googleapis.com/promptsteering/c17a123f-cbde-49f2-ae38-17d980e51b06.png,6593ef10a38f930782989e62,"a person carrying a wooden crate full of flowers. The flowers are mostly red, purple, and blue, with some white and yellow flowers as well. The crate is made of wood and has a metal handle. The person is wearing a black shirt and dark pants. They are holding the crate with both hands and their arms are extended downward. The background is a blurry street with bicycles parked along the side. The image is a photograph and the style is candid.",797986608,sd3.5-large-turbo,2,https://storage.googleapis.com/promptsteering/39c3605d-a593-4d30-8a75-b36cea9616c3.png,"There is a person in a short blqck sleeve shirt and black pants holding a wooden crate flower box. You can not see the persons head or below the persons knees. The crate of flowers has four pieces of wood with gaps inbetween the wood. There a small white hanging basket flowers in the box along with red flowers, and two colors of purple flowers. The person seems to me standing on a paved street with people in the distance but you can not make them out. The picture is taken from a straight on angle of the person but a side view of the sidewalk behind where the people are ",916238954,0.7348886728286743
https://storage.googleapis.com/promptsteering/c17a123f-cbde-49f2-ae38-17d980e51b06.png,6593ef10a38f930782989e62,"a person carrying a wooden crate full of flowers. The flowers are mostly red, purple, and blue, with some white and yellow flowers as well. The crate is made of wood and has a metal handle. The person is wearing a black shirt and dark pants. They are holding the crate with both hands and their arms are extended downward. The background is a blurry street with bicycles parked along the side. The image is a photograph and the style is candid.",797986608,sd3.5-large-turbo,3,https://storage.googleapis.com/promptsteering/68e25397-0210-4029-800c-3ccfc1109962.png,"There is a person in a short blqck sleeve shirt and black pants holding a wooden crate flower box. You can not see the persons head or below the persons knees. The crate of flowers has four pieces of wood with gaps inbetween the wood. There a small white hanging basket flowers in the box along with red flowers, and two colors of purple flowers. The person seems to me standing on a paved street with people in the distance but you can not make them out. The picture is taken from a straight on angle of the person but a side view of the sidewalk behind where the people are . The flowers are mixed together",2269624526,0.7560474276542664
https://storage.googleapis.com/promptsteering/c17a123f-cbde-49f2-ae38-17d980e51b06.png,6593ef10a38f930782989e62,"a person carrying a wooden crate full of flowers. The flowers are mostly red, purple, and blue, with some white and yellow flowers as well. The crate is made of wood and has a metal handle. The person is wearing a black shirt and dark pants. They are holding the crate with both hands and their arms are extended downward. The background is a blurry street with bicycles parked along the side. The image is a photograph and the style is candid.",797986608,sd3.5-large-turbo,4,https://storage.googleapis.com/promptsteering/acfca221-7497-42c5-95c3-d9f89b9d2e86.png,"There is a person in a short blqck sleeve shirt and black pants holding a wooden crate flower box. You can not see the persons head or below the persons knees. The crate of flowers has four pieces of wood with gaps inbetween the wood. There a small white hanging basket flowers in the box along with red flowers, and two colors of purple flowers. The person seems to me standing on a paved street with people in the distance but you can not make them out. The picture is taken from a straight on angle of the person but a side view of the sidewalk behind where the people are . The flowers are blended together",797986608,0.76853346824646
https://storage.googleapis.com/promptsteering/c17a123f-cbde-49f2-ae38-17d980e51b06.png,6593ef10a38f930782989e62,"a person carrying a wooden crate full of flowers. The flowers are mostly red, purple, and blue, with some white and yellow flowers as well. The crate is made of wood and has a metal handle. The person is wearing a black shirt and dark pants. They are holding the crate with both hands and their arms are extended downward. The background is a blurry street with bicycles parked along the side. The image is a photograph and the style is candid.",797986608,sd3.5-large-turbo,5,https://storage.googleapis.com/promptsteering/83d60cb6-b823-4142-a45d-03a111dff1e0.png,"There is a person in a short blqck sleeve shirt and black pants holding a wooden crate flower box. You can not see the persons head or below the persons knees. The crate of flowers has four pieces of wood with gaps inbetween the wood. There a small white hanging basket flowers in the box along with red flowers, and two colors of purple flowers. The person seems to me standing on a paved street with people in the distance but you can not make them out. The picture is taken from a straight on angle of the person but a side view of the sidewalk behind where the people are . The flowers are mixed together ",916238954,0.7367066740989685
https://storage.googleapis.com/promptsteering/e60c6796-d910-43c1-871d-40d40466a10b.png,614d2250108917feb4ab9172,A set of four pots and pans with silver handles on a white table. There are three red chili peppers on the table to the right of the pots and pans. In the background is a white wall. The pots and pans are dark grey with light blue interiors. There is text in the lower right corner that reads “ebay” in a sans-serif font.,579975832,sd3.5-large-turbo,1,https://storage.googleapis.com/promptsteering/15ca47d4-6609-4278-9b76-5fcbc32c3f9e.png,"4 black and silver kitchen pots, 2 with normal handles, one without and one with a pan handle. next to them, a black kitchen spoon and a pepper with 2 green heads, one on either side",579975832,0.7225747108459473
https://storage.googleapis.com/promptsteering/e60c6796-d910-43c1-871d-40d40466a10b.png,614d2250108917feb4ab9172,A set of four pots and pans with silver handles on a white table. There are three red chili peppers on the table to the right of the pots and pans. In the background is a white wall. The pots and pans are dark grey with light blue interiors. There is text in the lower right corner that reads “ebay” in a sans-serif font.,579975832,sd3.5-large-turbo,2,https://storage.googleapis.com/promptsteering/588cb381-dd8f-486c-b30b-d5e5e09aa559.png,"4 black and silver kitchen pots all with lids, one without any handle and one with a pan handle. next to them, a black kitchen spoon and a red pepper with 2 green heads, one on either side",844745274,0.8129861950874329
https://storage.googleapis.com/promptsteering/e60c6796-d910-43c1-871d-40d40466a10b.png,614d2250108917feb4ab9172,A set of four pots and pans with silver handles on a white table. There are three red chili peppers on the table to the right of the pots and pans. In the background is a white wall. The pots and pans are dark grey with light blue interiors. There is text in the lower right corner that reads “ebay” in a sans-serif font.,579975832,sd3.5-large-turbo,3,https://storage.googleapis.com/promptsteering/d988d108-c9b8-42fb-a5fa-4f07fb8f7b03.png,"4 black and silver kitchen pots all with lids, one without any handle and one with a pan handle. next to them, a black kitchen spoon and a red pepper with 2 green heads, one on either side",4281822631,0.7877897024154663
https://storage.googleapis.com/promptsteering/e60c6796-d910-43c1-871d-40d40466a10b.png,614d2250108917feb4ab9172,A set of four pots and pans with silver handles on a white table. There are three red chili peppers on the table to the right of the pots and pans. In the background is a white wall. The pots and pans are dark grey with light blue interiors. There is text in the lower right corner that reads “ebay” in a sans-serif font.,579975832,sd3.5-large-turbo,4,https://storage.googleapis.com/promptsteering/24920b0a-ff55-4a0c-92b6-265ad86c32f3.png,"4 black and silver kitchen pots all with lids, one without any handle and one with a pan handle. next to them, a black kitchen spoon and a red pepper with 2 green heads, one on either side",579975832,0.8751400709152222
https://storage.googleapis.com/promptsteering/e60c6796-d910-43c1-871d-40d40466a10b.png,614d2250108917feb4ab9172,A set of four pots and pans with silver handles on a white table. There are three red chili peppers on the table to the right of the pots and pans. In the background is a white wall. The pots and pans are dark grey with light blue interiors. There is text in the lower right corner that reads “ebay” in a sans-serif font.,579975832,sd3.5-large-turbo,5,https://storage.googleapis.com/promptsteering/2acdaa25-6b80-4734-891f-033338a1c9a3.png,"4 black and silver kitchen pots all with lids, one without any handle and one with a pan handle. next to them, a black kitchen spoon and a red pepper with 2 green parts, one on either side",844745274,0.808355987071991
https://storage.googleapis.com/promptsteering/36712812-82a3-443a-b850-3359aed6591d.png,614d2250108917feb4ab9172,"a picture of a colorful fabric with a pattern of multicolored leaves and branches. The leaves and branches are arranged in a repeating pattern. The colors include red, orange, yellow, green, blue, and purple. The fabric is white with the pattern printed on it. The selvage of the fabric can be seen along two edges of the fabric, with the text “Hi-Fashion Fabrics, Inc. © All Rights Reserved, Patt. #7187” printed on it.",4285812082,sd3.5-large-turbo,1,https://storage.googleapis.com/promptsteering/8c88d05b-13b4-4b80-a830-c02e4b6a7800.png,"several drawn leaves in red, yellow, green, brow, purple colors. On the right down corner a white notebook with a add on it",4285812082,0.758408784866333
https://storage.googleapis.com/promptsteering/36712812-82a3-443a-b850-3359aed6591d.png,614d2250108917feb4ab9172,"a picture of a colorful fabric with a pattern of multicolored leaves and branches. The leaves and branches are arranged in a repeating pattern. The colors include red, orange, yellow, green, blue, and purple. The fabric is white with the pattern printed on it. The selvage of the fabric can be seen along two edges of the fabric, with the text “Hi-Fashion Fabrics, Inc. © All Rights Reserved, Patt. #7187” printed on it.",4285812082,sd3.5-large-turbo,2,https://storage.googleapis.com/promptsteering/619538da-9226-484f-a962-c990439e2b37.png,"all over the page several drawn leaves in red, yellow, green, brow, purple colors. On the right down corner a white notebook with a add on it",4285812082,0.8260555863380432
https://storage.googleapis.com/promptsteering/36712812-82a3-443a-b850-3359aed6591d.png,614d2250108917feb4ab9172,"a picture of a colorful fabric with a pattern of multicolored leaves and branches. The leaves and branches are arranged in a repeating pattern. The colors include red, orange, yellow, green, blue, and purple. The fabric is white with the pattern printed on it. The selvage of the fabric can be seen along two edges of the fabric, with the text “Hi-Fashion Fabrics, Inc. © All Rights Reserved, Patt. #7187” printed on it.",4285812082,sd3.5-large-turbo,3,https://storage.googleapis.com/promptsteering/31a0b2d8-2c5f-40ae-b435-c05294a25f3f.png,"all over the page several drawn leaves in red, yellow, green, brow, purple colors. On the right down corner a white notebook with a add on it",3729113987,0.7705378532409668
https://storage.googleapis.com/promptsteering/36712812-82a3-443a-b850-3359aed6591d.png,614d2250108917feb4ab9172,"a picture of a colorful fabric with a pattern of multicolored leaves and branches. The leaves and branches are arranged in a repeating pattern. The colors include red, orange, yellow, green, blue, and purple. The fabric is white with the pattern printed on it. The selvage of the fabric can be seen along two edges of the fabric, with the text “Hi-Fashion Fabrics, Inc. © All Rights Reserved, Patt. #7187” printed on it.",4285812082,sd3.5-large-turbo,4,https://storage.googleapis.com/promptsteering/a83e9bd2-e9c3-4749-a05e-83e9f86287b9.png,"all over the page several drawn leaves in red, yellow, green, brow, purple colors. On the right down corner a white notebook with a add on it",3729113987,0.7705378532409668
https://storage.googleapis.com/promptsteering/36712812-82a3-443a-b850-3359aed6591d.png,614d2250108917feb4ab9172,"a picture of a colorful fabric with a pattern of multicolored leaves and branches. The leaves and branches are arranged in a repeating pattern. The colors include red, orange, yellow, green, blue, and purple. The fabric is white with the pattern printed on it. The selvage of the fabric can be seen along two edges of the fabric, with the text “Hi-Fashion Fabrics, Inc. © All Rights Reserved, Patt. #7187” printed on it.",4285812082,sd3.5-large-turbo,5,https://storage.googleapis.com/promptsteering/eb2d8ffb-c350-49ae-af2c-5406df46902f.png,"all over the page several drawn leaves in red, yellow, green, brow, purple colors. On the right down corner a white notebook with an add on it",2991291361,0.8276503086090088
https://storage.googleapis.com/promptsteering/bd0bd444-b21b-448b-84b8-0638508dc449.png,657f789886285d72c75250ec,"a picture of a colorful fabric with a pattern of multicolored leaves and branches. The leaves and branches are arranged in a repeating pattern. The colors include red, orange, yellow, green, blue, and purple. The fabric is white with the pattern printed on it. The selvage of the fabric can be seen along two edges of the fabric, with the text “Hi-Fashion Fabrics, Inc. © All Rights Reserved, Patt. #7187” printed on it.",521438971,sd3.5-large-turbo,1,https://storage.googleapis.com/promptsteering/2b449fd1-5882-4258-adc1-defdac697f56.png,A white wall with colorful plants with pair of leafs in vertical patterns with one solid color dot close to each plant,521438971,0.532759428024292
https://storage.googleapis.com/promptsteering/bd0bd444-b21b-448b-84b8-0638508dc449.png,657f789886285d72c75250ec,"a picture of a colorful fabric with a pattern of multicolored leaves and branches. The leaves and branches are arranged in a repeating pattern. The colors include red, orange, yellow, green, blue, and purple. The fabric is white with the pattern printed on it. The selvage of the fabric can be seen along two edges of the fabric, with the text “Hi-Fashion Fabrics, Inc. © All Rights Reserved, Patt. #7187” printed on it.",521438971,sd3.5-large-turbo,2,https://storage.googleapis.com/promptsteering/ae09d39d-2290-4572-8b89-e417c32a68e1.png,A white wall with plant wallpaper with pair of leafs in vertical patterns with one solid color dot close to each plant,521438971,0.4102604389190674
https://storage.googleapis.com/promptsteering/bd0bd444-b21b-448b-84b8-0638508dc449.png,657f789886285d72c75250ec,"a picture of a colorful fabric with a pattern of multicolored leaves and branches. The leaves and branches are arranged in a repeating pattern. The colors include red, orange, yellow, green, blue, and purple. The fabric is white with the pattern printed on it. The selvage of the fabric can be seen along two edges of the fabric, with the text “Hi-Fashion Fabrics, Inc. © All Rights Reserved, Patt. #7187” printed on it.",521438971,sd3.5-large-turbo,3,https://storage.googleapis.com/promptsteering/33000174-50cc-438c-aabc-9afea6b83850.png,"A white wall,with a plant design wallpaper of pair of leafs in vertical patterns  like a  with one solid color dot close to each plant",521438971,0.43386268615722656
https://storage.googleapis.com/promptsteering/bd0bd444-b21b-448b-84b8-0638508dc449.png,657f789886285d72c75250ec,"a picture of a colorful fabric with a pattern of multicolored leaves and branches. The leaves and branches are arranged in a repeating pattern. The colors include red, orange, yellow, green, blue, and purple. The fabric is white with the pattern printed on it. The selvage of the fabric can be seen along two edges of the fabric, with the text “Hi-Fashion Fabrics, Inc. © All Rights Reserved, Patt. #7187” printed on it.",521438971,sd3.5-large-turbo,4,https://storage.googleapis.com/promptsteering/376da8fb-5d08-4ef1-bea5-d4ffa66d6e6a.png,"A white wall,with a plant design wallpaper of pair of leafs in vertical patterns  with one solid color dot close to each plant in a vertical order to cover part of white wall",521438971,0.49950551986694336
https://storage.googleapis.com/promptsteering/bd0bd444-b21b-448b-84b8-0638508dc449.png,657f789886285d72c75250ec,"a picture of a colorful fabric with a pattern of multicolored leaves and branches. The leaves and branches are arranged in a repeating pattern. The colors include red, orange, yellow, green, blue, and purple. The fabric is white with the pattern printed on it. The selvage of the fabric can be seen along two edges of the fabric, with the text “Hi-Fashion Fabrics, Inc. © All Rights Reserved, Patt. #7187” printed on it.",521438971,sd3.5-large-turbo,5,https://storage.googleapis.com/promptsteering/ed46b6f4-ef6a-4405-b90f-7dc5ed0a3334.png,"A white wall,with a plant design wallpaper of pair of leafs in vertical patterns  with one solid color dot close to each plant in a vertical order to cover part of white wall and the plants need different colors ",1567872644,0.5028592348098755
https://storage.googleapis.com/promptsteering/2d8cbde8-8fd9-47ef-944c-4e79ac347517.png,657f789886285d72c75250ec,"A football match is taking place at the Liberty Stadium in Swansea, Wales. The home team, Swansea City, is playing against Wigan Athletic. The score is 0-0. It is a cool autumn evening, and the stadium is about half full. The crowd is mostly made up of home supporters, who are wearing the club's red and white colors.  In the foreground, a Swansea City player, number 10, is being substituted off the pitch. He is being replaced by a teammate, number 19. The two players are shaking hands as they pass each other. The linesman is standing nearby, watching the substitution.  In the background, the rest of the Swansea City team is warming up on the pitch. The Wigan Athletic players are sitting on the bench, waiting to come on. The referee is standing in the center circle, talking to the two captains.  The image is taken from the perspective of the press box. The photographer is sitting in the front row, just above the pitch. The image is in focus and well-lit. The colors are vibrant, and the action is captured in mid-motion.",1664158688,sd3.5-large-turbo,1,https://storage.googleapis.com/promptsteering/de24cceb-5d70-4189-b40e-04dcff56457b.png,2 soccer team in a stadium while two players are greeting each other from the same team with a huge crowd in the background ,3358853605,0.5919034481048584
https://storage.googleapis.com/promptsteering/2d8cbde8-8fd9-47ef-944c-4e79ac347517.png,657f789886285d72c75250ec,"A football match is taking place at the Liberty Stadium in Swansea, Wales. The home team, Swansea City, is playing against Wigan Athletic. The score is 0-0. It is a cool autumn evening, and the stadium is about half full. The crowd is mostly made up of home supporters, who are wearing the club's red and white colors.  In the foreground, a Swansea City player, number 10, is being substituted off the pitch. He is being replaced by a teammate, number 19. The two players are shaking hands as they pass each other. The linesman is standing nearby, watching the substitution.  In the background, the rest of the Swansea City team is warming up on the pitch. The Wigan Athletic players are sitting on the bench, waiting to come on. The referee is standing in the center circle, talking to the two captains.  The image is taken from the perspective of the press box. The photographer is sitting in the front row, just above the pitch. The image is in focus and well-lit. The colors are vibrant, and the action is captured in mid-motion.",1664158688,sd3.5-large-turbo,2,https://storage.googleapis.com/promptsteering/f70e59f6-b296-4372-b584-b968b00957fe.png,2 different soccer team in a stadium while two players are greeting each other from the same team with a huge crowd in the background but in a closet angle ,1664158688,0.6224691867828369
